Student_ID,Age,Gender,Study_Hours_per_Week,Preferred_Learning_Style,Online_Courses_Completed,Participation_in_Discussions,Assignment_Completion_Rate (%),Exam_Score (%),Attendance_Rate (%),Use_of_Educational_Tech,Self_Reported_Stress_Level,Time_Spent_on_Social_Media (hours/week),Sleep_Hours_per_Night,Final_Grade
S04100,18,female,44,reading/writing,19,yes,63.0,85.0,54.0,no,medium,5,10,A
S04101,20,male,46,reading/writing,5,yes,86.0,67.0,79.0,yes,medium,10,7,C
S04102,23,female,15,reading/writing,2,no,50.0,56.0,80.0,no,low,1,10,C
S04103,22,female,31,visual,10,yes,100.0,87.0,90.0,no,high,17,5,A
S04104,21,female,32,auditory,14,yes,61.0,100.0,81.0,no,medium,24,7,A
S04105,26,male,35,reading/writing,1,yes,68.0,82.0,56.0,no,low,0,4,B
S04106,19,male,25,reading/writing,11,yes,62.0,85.0,54.0,yes,high,28,5,A
S04107,27,female,18,visual,0,no,54.0,82.0,61.0,no,medium,30,7,B
S04108,25,male,20,visual,20,yes,59.0,84.0,91.0,yes,high,23,6,B
S04109,21,female,31,visual,1,no,79.0,49.0,99.0,yes,low,4,6,D
S04110,19,female,13,auditory,7,yes,64.0,63.0,91.0,no,low,6,4,C
S04111,24,male,9,visual,4,yes,63.0,76.0,77.0,yes,high,4,4,B
S04112,24,female,22,visual,16,yes,78.0,85.0,61.0,no,medium,8,4,A
S04113,20,female,45,kinesthetic,18,yes,72.0,76.0,64.0,yes,high,22,9,B
S04114,22,female,9,auditory,13,yes,58.0,98.0,75.0,yes,high,10,6,A
S04115,19,male,15,reading/writing,2,no,90.0,74.0,77.0,no,medium,29,8,B
S04116,25,female,41,reading/writing,9,no,61.0,57.0,61.0,yes,high,24,5,C
S04117,24,female,35,visual,13,yes,79.0,63.0,72.0,no,medium,5,7,C
S04118,23,male,18,visual,6,yes,88.0,65.0,76.0,yes,medium,10,7,C
S04119,29,female,36,auditory,2,no,78.0,43.0,95.0,yes,low,18,8,D
S04120,18,female,14,auditory,3,yes,99.0,40.0,84.0,yes,medium,2,5,D
S04121,28,male,42,kinesthetic,5,yes,95.0,41.0,74.0,no,low,9,8,D
S04122,25,male,6,visual,6,yes,68.0,55.0,63.0,yes,medium,18,5,C
S04123,27,male,39,visual,4,yes,67.0,44.0,64.0,yes,high,22,6,D
S04124,21,male,22,visual,2,yes,63.0,79.0,74.0,yes,high,15,5,B
S04125,24,female,17,kinesthetic,13,no,59.0,85.0,76.0,yes,low,6,10,A
S04126,26,female,10,kinesthetic,19,no,68.0,100.0,77.0,no,medium,21,5,A
S04127,27,female,47,kinesthetic,15,no,67.0,53.0,89.0,yes,low,1,8,D
S04128,21,female,9,visual,18,no,58.0,64.0,69.0,yes,medium,6,4,C
S04129,22,female,12,kinesthetic,7,no,83.0,45.0,98.0,no,high,21,5,D
S04130,20,male,21,visual,0,yes,68.0,66.0,52.0,yes,medium,12,8,C
S04131,19,male,23,kinesthetic,13,no,84.0,74.0,83.0,yes,medium,29,9,B
S04132,20,male,49,visual,3,yes,98.0,93.0,72.0,no,medium,22,7,A
S04133,25,male,35,kinesthetic,12,yes,62.0,74.0,92.0,yes,high,14,6,B
S04134,27,male,11,auditory,15,no,69.0,77.0,78.0,yes,medium,13,9,B
S04135,22,female,8,visual,10,no,93.0,40.0,96.0,yes,high,30,7,D
S04136,22,male,42,kinesthetic,4,yes,54.0,65.0,66.0,yes,high,2,10,C
S04137,27,male,37,auditory,0,yes,62.0,95.0,71.0,yes,low,12,9,A
S04138,25,male,15,auditory,14,yes,76.0,67.0,85.0,yes,high,17,5,C
S04139,27,female,38,auditory,19,yes,96.0,49.0,60.0,no,medium,19,7,D
S04140,27,female,36,kinesthetic,3,yes,57.0,76.0,89.0,yes,high,6,5,B
S04141,20,male,28,kinesthetic,11,yes,93.0,45.0,81.0,yes,low,30,10,D
S04142,19,female,20,auditory,12,yes,93.0,48.0,82.0,no,medium,24,6,D
S04143,22,female,33,auditory,11,yes,77.0,76.0,71.0,yes,low,1,8,B
S04144,24,female,38,reading/writing,15,no,55.0,89.0,58.0,no,medium,6,4,A
S04145,20,male,37,kinesthetic,6,no,61.0,91.0,94.0,yes,medium,17,9,A
S04146,27,female,11,auditory,4,yes,50.0,83.0,95.0,yes,high,9,7,B
S04147,20,female,46,visual,9,no,67.0,60.0,50.0,no,high,0,5,C
S04148,22,male,32,auditory,17,no,62.0,63.0,91.0,yes,medium,30,5,C
S04149,29,male,7,auditory,18,yes,88.0,84.0,55.0,yes,medium,6,4,B
S04150,27,male,30,auditory,20,no,75.0,58.0,51.0,no,medium,19,9,C
S04151,25,male,22,kinesthetic,7,yes,62.0,71.0,52.0,yes,low,25,6,B
S04152,22,male,27,reading/writing,1,yes,61.0,50.0,97.0,yes,medium,4,4,D
S04153,23,male,9,visual,3,no,52.0,73.0,95.0,no,medium,13,6,B
S04154,26,female,47,reading/writing,16,yes,55.0,49.0,96.0,yes,medium,24,6,D
S04155,29,male,18,visual,16,no,68.0,66.0,84.0,yes,low,10,8,C
S04156,25,female,18,reading/writing,10,yes,89.0,57.0,56.0,no,low,28,7,C
S04157,22,male,19,auditory,12,yes,50.0,69.0,52.0,yes,medium,6,8,C
S04158,22,male,7,reading/writing,4,yes,74.0,44.0,73.0,yes,medium,12,6,D
S04159,28,male,39,auditory,12,yes,86.0,57.0,64.0,no,low,7,4,C
S04160,25,female,21,auditory,9,no,92.0,49.0,57.0,yes,medium,9,8,D
S04161,23,male,23,visual,19,no,84.0,93.0,88.0,no,medium,6,4,A
S04162,23,male,30,kinesthetic,13,yes,55.0,60.0,84.0,yes,medium,16,4,C
S04163,23,female,10,reading/writing,13,yes,67.0,59.0,64.0,no,low,30,4,C
S04164,28,male,15,reading/writing,9,no,80.0,96.0,65.0,yes,medium,26,5,A
S04165,21,female,43,auditory,20,no,74.0,98.0,51.0,no,medium,23,10,A
S04166,20,female,16,auditory,9,no,78.0,97.0,58.0,yes,medium,24,6,A
S04167,28,female,38,reading/writing,12,no,51.0,80.0,98.0,no,high,3,5,B
S04168,27,male,26,auditory,8,no,83.0,62.0,65.0,no,medium,19,4,C
S04169,23,male,8,visual,1,yes,86.0,58.0,71.0,no,medium,21,6,C
S04170,19,male,13,kinesthetic,16,no,96.0,87.0,66.0,yes,medium,10,7,A
S04171,26,female,16,kinesthetic,12,no,79.0,63.0,53.0,no,low,18,9,C
S04172,27,female,25,reading/writing,8,yes,74.0,99.0,79.0,no,medium,0,4,A
S04173,29,female,44,auditory,0,no,82.0,81.0,60.0,yes,medium,15,10,B
S04174,24,male,47,visual,8,no,87.0,84.0,73.0,yes,medium,5,10,B
S04175,20,male,15,auditory,12,no,64.0,64.0,95.0,no,medium,25,5,C
S04176,29,female,11,auditory,17,yes,74.0,78.0,81.0,yes,medium,13,7,B
S04177,22,female,19,kinesthetic,9,no,98.0,99.0,83.0,yes,medium,15,10,A
S04178,28,male,26,reading/writing,6,yes,70.0,53.0,62.0,yes,high,28,5,D
S04179,28,male,46,visual,17,yes,99.0,59.0,67.0,yes,low,16,4,C
S04180,26,female,16,kinesthetic,15,yes,64.0,71.0,59.0,no,medium,28,5,B
S04181,18,female,43,kinesthetic,12,no,75.0,100.0,68.0,no,low,5,8,A
S04182,19,female,34,visual,9,yes,70.0,86.0,61.0,yes,low,12,4,A
S04183,22,female,31,kinesthetic,12,no,81.0,58.0,53.0,no,medium,30,9,C
S04184,23,female,40,reading/writing,4,yes,55.0,58.0,99.0,no,low,29,6,C
S04185,18,female,46,visual,15,no,80.0,79.0,74.0,yes,medium,19,5,B
S04186,29,female,20,visual,6,yes,99.0,57.0,69.0,yes,medium,26,9,C
S04187,28,female,43,kinesthetic,1,yes,81.0,90.0,53.0,yes,medium,21,4,A
S04188,22,female,25,visual,20,yes,90.0,52.0,53.0,yes,low,26,9,D
S04189,28,female,40,reading/writing,1,yes,80.0,63.0,79.0,yes,low,27,10,C
S04190,25,male,42,reading/writing,15,yes,57.0,100.0,71.0,no,medium,27,6,A
S04191,24,male,9,auditory,18,no,83.0,58.0,71.0,yes,low,28,10,C
S04192,25,male,39,reading/writing,3,no,84.0,78.0,56.0,no,medium,30,5,B
S04193,22,female,22,kinesthetic,1,yes,59.0,61.0,71.0,yes,medium,29,8,C
S04194,23,female,12,visual,11,no,69.0,76.0,77.0,yes,low,21,8,B
S04195,20,male,21,auditory,15,yes,100.0,52.0,99.0,yes,high,14,9,D
S04196,18,male,21,reading/writing,19,no,54.0,77.0,55.0,yes,low,9,10,B
S04197,28,male,21,visual,16,no,59.0,46.0,57.0,yes,high,26,10,D
S04198,28,male,23,auditory,0,yes,93.0,44.0,90.0,yes,low,14,7,D
S04199,25,male,21,reading/writing,15,no,71.0,62.0,50.0,yes,low,28,10,C
S04200,26,female,38,auditory,5,yes,69.0,88.0,55.0,no,medium,6,7,A
S04201,29,male,49,reading/writing,11,no,60.0,65.0,98.0,no,medium,15,10,C
S04202,20,male,25,visual,18,no,82.0,82.0,63.0,yes,medium,30,5,B
S04203,29,female,49,auditory,8,no,75.0,66.0,95.0,no,high,18,5,C
S04204,21,male,13,reading/writing,19,no,55.0,69.0,61.0,no,medium,4,9,C
S04205,25,female,47,visual,17,no,60.0,88.0,75.0,no,high,9,6,A
S04206,24,female,30,kinesthetic,9,yes,52.0,99.0,57.0,no,high,24,8,A
S04207,27,female,21,kinesthetic,14,no,76.0,80.0,61.0,yes,high,23,9,B
S04208,19,male,16,visual,1,yes,82.0,73.0,72.0,yes,high,18,4,B
S04209,25,male,20,visual,11,yes,76.0,74.0,78.0,yes,medium,29,5,B
S04210,18,male,12,kinesthetic,0,no,62.0,70.0,90.0,no,medium,8,9,B
S04211,26,female,44,reading/writing,1,no,61.0,58.0,100.0,yes,high,17,8,C
S04212,25,male,15,reading/writing,5,yes,60.0,46.0,85.0,yes,medium,2,7,D
S04213,29,female,11,reading/writing,5,yes,71.0,57.0,64.0,yes,medium,5,7,C
S04214,21,female,14,kinesthetic,5,no,68.0,92.0,77.0,yes,high,4,7,A
S04215,21,female,41,reading/writing,14,no,91.0,70.0,78.0,yes,low,4,4,B
S04216,19,female,11,auditory,10,yes,53.0,46.0,61.0,no,medium,10,4,D
S04217,21,male,42,visual,11,no,69.0,64.0,97.0,yes,high,23,4,C
S04218,25,male,13,reading/writing,5,no,89.0,76.0,50.0,yes,low,1,7,B
S04219,23,female,14,auditory,18,no,91.0,49.0,81.0,yes,medium,28,6,D
S04220,19,male,31,kinesthetic,8,no,62.0,66.0,93.0,yes,low,7,6,C
S04221,27,female,13,reading/writing,7,yes,59.0,83.0,95.0,yes,medium,10,8,B
S04222,25,male,48,reading/writing,20,yes,88.0,85.0,86.0,yes,low,17,7,A
S04223,18,female,44,kinesthetic,9,yes,50.0,72.0,74.0,yes,medium,7,7,B
S04224,21,female,18,reading/writing,15,yes,61.0,45.0,65.0,yes,medium,6,4,D
S04225,29,male,8,kinesthetic,13,yes,95.0,85.0,62.0,no,medium,0,10,A
S04226,26,male,26,auditory,8,no,53.0,41.0,70.0,no,low,24,4,D
S04227,20,female,6,reading/writing,12,no,59.0,90.0,85.0,yes,low,27,9,A
S04228,19,male,32,reading/writing,12,yes,82.0,67.0,94.0,yes,low,25,4,C
S04229,21,male,17,reading/writing,0,no,71.0,52.0,55.0,yes,medium,2,7,D
S04230,21,female,23,reading/writing,13,yes,72.0,94.0,75.0,no,high,13,7,A
S04231,23,male,34,visual,8,no,57.0,40.0,56.0,yes,medium,3,4,D
S04232,28,male,19,kinesthetic,10,no,58.0,64.0,58.0,yes,low,29,10,C
S04233,23,female,40,visual,20,no,70.0,83.0,100.0,no,low,10,6,B
S04234,19,female,11,visual,7,yes,87.0,86.0,72.0,yes,low,9,5,A
S04235,19,male,34,reading/writing,14,yes,60.0,83.0,97.0,yes,medium,18,9,B
S04236,19,male,28,kinesthetic,0,yes,79.0,79.0,98.0,yes,low,16,8,B
S04237,18,male,16,auditory,17,yes,68.0,46.0,68.0,yes,low,4,10,D
S04238,21,female,39,kinesthetic,17,yes,66.0,46.0,87.0,yes,low,0,5,D
S04239,29,male,47,visual,6,yes,83.0,96.0,53.0,yes,medium,25,7,A
S04240,27,male,31,auditory,5,no,71.0,54.0,99.0,yes,medium,20,8,D
S04241,18,male,11,visual,14,yes,84.0,64.0,70.0,yes,medium,11,8,C
S04242,22,male,7,auditory,8,no,86.0,69.0,54.0,no,low,30,5,C
S04243,26,female,28,visual,18,no,89.0,42.0,58.0,yes,low,16,5,D
S04244,22,female,14,auditory,18,yes,91.0,94.0,92.0,no,medium,8,4,A
S04245,18,male,48,kinesthetic,10,yes,100.0,55.0,56.0,no,medium,17,6,C
S04246,29,male,45,kinesthetic,15,no,65.0,94.0,99.0,no,medium,17,9,A
S04247,22,male,24,auditory,5,yes,96.0,47.0,51.0,yes,high,10,9,D
S04248,18,male,47,kinesthetic,0,yes,52.0,61.0,52.0,no,medium,7,5,C
S04249,19,male,17,auditory,4,yes,73.0,81.0,64.0,yes,low,21,7,B
S04250,21,other,22,visual,5,yes,52.0,80.0,79.0,yes,high,13,4,B
S04251,23,female,44,reading/writing,18,yes,79.0,60.0,66.0,yes,medium,26,5,C
S04252,20,male,36,visual,17,no,64.0,41.0,83.0,yes,low,1,9,D
S04253,23,female,6,visual,4,yes,64.0,100.0,92.0,no,low,11,8,A
S04254,28,male,7,visual,9,yes,94.0,41.0,59.0,yes,low,13,6,D
S04255,26,female,26,kinesthetic,0,yes,80.0,62.0,89.0,no,medium,30,7,C
S04256,28,female,32,reading/writing,18,yes,80.0,67.0,60.0,no,low,17,6,C
S04257,25,other,30,visual,15,no,60.0,98.0,88.0,yes,medium,25,7,A
S04258,18,female,10,kinesthetic,19,yes,86.0,69.0,53.0,yes,low,8,7,C
S04259,29,female,37,auditory,3,no,59.0,89.0,60.0,yes,low,13,9,A
S04260,20,male,42,visual,10,yes,65.0,48.0,51.0,yes,medium,19,10,D
S04261,26,male,32,visual,17,no,52.0,51.0,67.0,yes,medium,6,10,D
S04262,28,other,37,reading/writing,17,yes,65.0,47.0,51.0,yes,medium,14,9,D
S04263,28,female,22,auditory,11,yes,73.0,98.0,51.0,yes,low,19,4,A
S04264,27,female,40,kinesthetic,18,yes,80.0,64.0,87.0,yes,high,15,4,C
S04265,21,other,25,reading/writing,20,yes,58.0,60.0,61.0,yes,medium,30,9,C
S04266,23,female,24,auditory,17,no,88.0,95.0,65.0,yes,medium,17,5,A
S04267,26,male,25,auditory,1,yes,65.0,44.0,74.0,yes,medium,5,6,D
S04268,26,male,17,visual,2,no,88.0,87.0,95.0,no,low,3,9,A
S04269,27,male,24,kinesthetic,1,yes,96.0,59.0,80.0,no,medium,20,6,C
S04270,22,female,29,visual,18,yes,62.0,54.0,83.0,yes,medium,5,8,D
S04271,26,female,29,reading/writing,10,yes,86.0,62.0,86.0,yes,medium,14,8,C
S04272,29,female,44,visual,19,no,81.0,88.0,85.0,yes,high,19,6,A
S04273,21,male,14,visual,4,yes,76.0,99.0,62.0,no,high,21,10,A
S04274,25,male,43,auditory,7,yes,81.0,51.0,93.0,no,high,23,7,D
S04275,24,female,39,reading/writing,5,yes,70.0,62.0,91.0,no,medium,10,7,C
S04276,24,male,33,auditory,11,no,67.0,98.0,78.0,yes,medium,16,10,A
S04277,29,female,48,auditory,8,yes,93.0,70.0,98.0,no,low,30,9,B
S04278,26,female,9,reading/writing,18,no,53.0,72.0,93.0,yes,high,22,5,B
S04279,29,female,8,kinesthetic,19,yes,68.0,55.0,67.0,no,medium,12,7,C
S04280,28,female,25,kinesthetic,4,yes,76.0,98.0,66.0,yes,medium,20,4,A
S04281,23,male,19,reading/writing,3,no,52.0,81.0,54.0,yes,medium,26,6,B
S04282,20,female,47,auditory,14,no,51.0,42.0,96.0,yes,high,28,6,D
S04283,25,male,6,visual,4,yes,77.0,94.0,90.0,yes,low,19,8,A
S04284,26,female,22,visual,18,no,91.0,71.0,92.0,yes,high,28,5,B
S04285,28,female,39,reading/writing,1,yes,50.0,45.0,50.0,no,low,28,8,D
S04286,27,male,18,visual,12,no,96.0,70.0,93.0,yes,medium,18,7,B
S04287,21,female,31,visual,20,no,76.0,45.0,51.0,yes,high,25,4,D
S04288,27,male,22,visual,0,no,73.0,58.0,89.0,no,medium,26,4,C
S04289,19,male,49,kinesthetic,16,yes,53.0,61.0,99.0,yes,high,12,7,C
S04290,18,female,41,auditory,13,no,78.0,50.0,100.0,yes,medium,18,6,D
S04291,28,other,13,auditory,5,yes,86.0,67.0,61.0,yes,medium,27,8,C
S04292,21,female,32,visual,9,no,99.0,81.0,80.0,no,medium,20,6,B
S04293,18,female,48,visual,18,no,58.0,47.0,72.0,yes,medium,4,6,D
S04294,18,male,15,reading/writing,8,no,96.0,71.0,80.0,yes,medium,3,8,B
S04295,19,female,22,reading/writing,16,yes,70.0,47.0,58.0,yes,medium,2,10,D
S04296,29,female,27,reading/writing,10,no,80.0,40.0,67.0,yes,high,16,4,D
S04297,28,female,42,reading/writing,19,no,58.0,78.0,65.0,yes,medium,13,7,B
S04298,27,male,37,visual,17,no,66.0,76.0,60.0,yes,high,1,6,B
S04299,29,male,25,auditory,20,no,55.0,40.0,59.0,yes,high,23,10,D
S04300,26,female,37,auditory,12,yes,97.0,40.0,96.0,yes,low,18,4,D
S04301,26,male,11,auditory,13,yes,76.0,75.0,81.0,yes,medium,8,7,B
S04302,23,male,25,auditory,19,yes,86.0,54.0,59.0,yes,medium,4,5,D
S04303,22,female,22,auditory,14,yes,83.0,47.0,59.0,yes,high,10,4,D
S04304,28,female,30,auditory,8,no,55.0,78.0,80.0,yes,medium,27,5,B
S04305,18,female,29,reading/writing,2,yes,65.0,91.0,76.0,no,medium,19,7,A
S04306,27,male,22,visual,17,no,66.0,83.0,70.0,yes,medium,6,6,B
S04307,25,female,23,reading/writing,9,no,54.0,63.0,78.0,yes,high,28,4,C
S04308,29,female,22,auditory,13,yes,76.0,98.0,99.0,yes,medium,10,8,A
S04309,19,male,21,auditory,4,no,58.0,89.0,97.0,yes,medium,10,9,A
S04310,22,male,28,kinesthetic,0,yes,54.0,43.0,85.0,no,high,23,9,D
S04311,20,female,39,kinesthetic,3,yes,82.0,90.0,68.0,yes,medium,29,10,A
S04312,19,female,19,kinesthetic,7,yes,67.0,46.0,93.0,yes,medium,13,7,D
S04313,25,female,7,reading/writing,19,yes,54.0,91.0,83.0,yes,medium,5,4,A
S04314,19,female,18,reading/writing,19,yes,58.0,83.0,66.0,no,low,29,6,B
S04315,21,male,37,reading/writing,0,yes,57.0,65.0,98.0,yes,medium,16,4,C
S04316,27,female,14,auditory,18,yes,72.0,85.0,87.0,yes,low,6,8,A
S04317,27,female,46,auditory,12,yes,81.0,97.0,94.0,yes,medium,11,6,A
S04318,21,male,41,auditory,8,no,68.0,60.0,60.0,yes,medium,9,6,C
S04319,24,female,38,auditory,8,yes,83.0,84.0,86.0,no,low,26,7,B
S04320,23,male,30,kinesthetic,3,no,100.0,75.0,96.0,yes,medium,8,6,B
S04321,29,female,31,visual,12,yes,50.0,85.0,87.0,yes,medium,18,6,A
S04322,29,female,23,kinesthetic,0,yes,98.0,61.0,79.0,yes,medium,18,7,C
S04323,20,female,10,visual,17,no,87.0,45.0,74.0,no,low,14,7,D
S04324,21,female,13,reading/writing,12,yes,88.0,45.0,86.0,yes,medium,25,9,D
S04325,27,other,40,kinesthetic,20,no,83.0,67.0,59.0,yes,medium,9,10,C
S04326,26,male,22,reading/writing,9,no,61.0,48.0,50.0,yes,medium,15,8,D
S04327,23,female,48,visual,15,yes,66.0,98.0,51.0,yes,medium,15,6,A
S04328,29,male,44,reading/writing,7,no,93.0,60.0,99.0,no,low,3,10,C
S04329,28,male,20,reading/writing,1,no,98.0,67.0,85.0,yes,medium,17,9,C
S04330,22,female,19,kinesthetic,15,yes,77.0,79.0,87.0,no,medium,30,6,B
S04331,21,male,9,auditory,18,no,88.0,89.0,68.0,no,medium,17,6,A
S04332,25,male,42,reading/writing,17,yes,56.0,94.0,65.0,no,high,1,8,A
S04333,27,female,38,kinesthetic,4,yes,75.0,54.0,86.0,yes,low,29,8,D
S04334,20,male,9,reading/writing,1,no,98.0,74.0,89.0,yes,low,26,5,B
S04335,26,female,47,auditory,11,no,61.0,96.0,59.0,no,medium,3,5,A
S04336,21,female,17,auditory,4,yes,88.0,68.0,66.0,yes,high,5,7,C
S04337,21,female,28,kinesthetic,1,no,67.0,91.0,80.0,no,low,16,9,A
S04338,23,female,37,reading/writing,4,yes,53.0,90.0,94.0,yes,low,11,8,A
S04339,28,female,15,auditory,6,no,93.0,57.0,54.0,yes,medium,2,10,C
S04340,24,female,18,auditory,13,yes,96.0,67.0,93.0,yes,medium,12,7,C
S04341,24,female,28,reading/writing,15,yes,53.0,92.0,94.0,no,low,30,6,A
S04342,19,male,12,reading/writing,19,yes,88.0,96.0,89.0,no,low,16,6,A
S04343,24,male,32,auditory,9,no,87.0,73.0,92.0,yes,medium,0,10,B
S04344,23,male,39,kinesthetic,8,yes,82.0,49.0,60.0,yes,high,21,5,D
S04345,29,male,13,kinesthetic,10,yes,95.0,67.0,66.0,yes,low,2,8,C
S04346,21,female,29,reading/writing,17,no,55.0,42.0,60.0,yes,medium,12,6,D
S04347,20,male,41,visual,15,no,53.0,67.0,78.0,yes,low,29,4,C
S04348,27,male,27,reading/writing,1,no,67.0,58.0,59.0,no,medium,21,8,C
S04349,25,female,7,visual,16,yes,65.0,77.0,98.0,no,low,17,4,B
S04350,28,female,6,kinesthetic,10,yes,93.0,99.0,64.0,no,medium,28,4,A
S04351,25,female,36,auditory,12,yes,66.0,47.0,53.0,yes,medium,10,10,D
S04352,24,female,19,auditory,1,no,66.0,72.0,96.0,no,medium,25,7,B
S04353,22,male,44,auditory,9,no,78.0,53.0,58.0,no,low,6,5,D
S04354,29,male,11,kinesthetic,5,yes,60.0,44.0,85.0,yes,medium,24,10,D
S04355,18,female,32,kinesthetic,7,yes,59.0,80.0,68.0,no,medium,21,5,B
S04356,18,male,33,auditory,8,yes,65.0,100.0,57.0,yes,medium,25,8,A
S04357,26,female,49,visual,19,no,83.0,82.0,54.0,yes,low,0,10,B
S04358,22,female,41,kinesthetic,3,yes,68.0,40.0,57.0,yes,medium,26,7,D
S04359,29,female,23,auditory,16,no,52.0,91.0,77.0,yes,low,19,9,A
S04360,22,female,42,kinesthetic,4,yes,91.0,93.0,90.0,yes,low,30,5,A
S04361,20,female,5,visual,8,yes,84.0,46.0,97.0,no,high,12,6,D
S04362,25,male,13,visual,16,no,62.0,42.0,78.0,no,medium,12,10,D
S04363,20,female,47,auditory,6,no,66.0,55.0,82.0,yes,high,7,6,C
S04364,26,male,5,kinesthetic,15,no,55.0,90.0,61.0,yes,high,25,10,A
S04365,25,male,27,visual,16,no,88.0,84.0,75.0,yes,medium,8,9,B
S04366,21,male,45,auditory,4,yes,86.0,79.0,93.0,yes,low,29,4,B
S04367,26,male,42,kinesthetic,13,no,54.0,67.0,54.0,no,medium,0,10,C
S04368,22,male,31,auditory,13,no,96.0,96.0,61.0,yes,medium,28,6,A
S04369,23,female,15,visual,18,yes,97.0,93.0,54.0,yes,medium,29,10,A
S04370,20,male,18,visual,3,yes,54.0,58.0,100.0,yes,low,18,6,C
S04371,25,male,9,kinesthetic,3,no,70.0,83.0,61.0,yes,low,27,8,B
S04372,28,male,5,auditory,14,yes,60.0,52.0,77.0,no,medium,15,9,D
S04373,24,male,34,auditory,4,yes,90.0,77.0,59.0,yes,medium,13,4,B
S04374,28,female,32,auditory,7,yes,50.0,79.0,97.0,yes,medium,17,10,B
S04375,24,female,29,visual,20,no,87.0,56.0,100.0,yes,medium,29,6,C
S04376,22,male,42,kinesthetic,14,yes,64.0,48.0,57.0,yes,medium,25,8,D
S04377,27,male,33,visual,11,yes,68.0,60.0,82.0,no,medium,15,8,C
S04378,29,male,42,auditory,9,yes,60.0,83.0,82.0,no,medium,2,5,B
S04379,24,female,23,kinesthetic,14,no,95.0,99.0,83.0,no,low,15,8,A
S04380,19,female,39,reading/writing,1,no,99.0,76.0,69.0,no,low,23,10,B
S04381,25,female,43,reading/writing,14,no,62.0,99.0,68.0,no,medium,2,6,A
S04382,29,male,31,kinesthetic,16,yes,63.0,61.0,59.0,no,high,14,8,C
S04383,19,male,26,visual,0,no,98.0,52.0,97.0,no,medium,0,4,D
S04384,21,male,49,reading/writing,16,no,92.0,100.0,51.0,yes,low,15,8,A
S04385,20,male,8,reading/writing,18,no,77.0,94.0,89.0,yes,medium,10,8,A
S04386,29,male,43,kinesthetic,3,yes,96.0,51.0,78.0,no,high,19,8,D
S04387,27,male,10,auditory,0,no,63.0,81.0,81.0,yes,medium,27,4,B
S04388,21,female,11,reading/writing,4,no,76.0,41.0,68.0,yes,low,19,4,D
S04389,18,female,47,auditory,20,no,95.0,84.0,62.0,yes,low,29,10,B
S04390,25,female,45,visual,2,no,96.0,98.0,50.0,yes,medium,23,9,A
S04391,27,male,30,reading/writing,6,no,98.0,70.0,55.0,yes,medium,23,6,B
S04392,28,female,22,kinesthetic,10,yes,78.0,100.0,97.0,yes,high,28,7,A
S04393,24,female,10,reading/writing,8,yes,96.0,75.0,94.0,yes,medium,26,4,B
S04394,26,female,22,auditory,7,yes,95.0,86.0,60.0,yes,medium,14,10,A
S04395,25,female,43,reading/writing,8,yes,89.0,73.0,64.0,yes,high,2,7,B
S04396,23,female,27,reading/writing,18,no,72.0,40.0,53.0,yes,medium,14,7,D
S04397,25,male,35,auditory,17,yes,63.0,96.0,66.0,yes,low,2,4,A
S04398,26,female,33,auditory,15,no,57.0,60.0,92.0,yes,low,28,10,C
S04399,29,female,35,visual,10,yes,81.0,67.0,50.0,yes,high,26,10,C
S04400,22,male,42,reading/writing,10,no,53.0,61.0,96.0,yes,high,13,7,C
S04401,19,female,21,auditory,4,no,63.0,74.0,60.0,yes,medium,22,8,B
S04402,29,male,36,visual,8,no,85.0,66.0,92.0,yes,medium,0,8,C
S04403,21,male,31,auditory,4,yes,100.0,85.0,78.0,yes,high,6,9,A
S04404,19,male,45,reading/writing,7,no,80.0,71.0,86.0,yes,medium,17,5,B
S04405,28,female,30,reading/writing,1,yes,58.0,75.0,53.0,yes,low,0,6,B
S04406,19,male,14,reading/writing,18,no,95.0,65.0,94.0,yes,high,22,7,C
S04407,26,male,21,auditory,10,no,83.0,98.0,91.0,no,medium,14,8,A
S04408,20,female,40,auditory,12,no,70.0,99.0,54.0,no,medium,18,9,A
S04409,26,female,28,reading/writing,14,yes,72.0,42.0,54.0,yes,medium,26,4,D
S04410,18,female,12,auditory,9,yes,82.0,41.0,59.0,no,medium,26,7,D
S04411,25,male,7,visual,18,yes,87.0,94.0,67.0,yes,medium,20,7,A
S04412,18,female,40,kinesthetic,16,yes,76.0,70.0,99.0,yes,low,9,10,B
S04413,23,female,32,auditory,4,yes,82.0,69.0,85.0,yes,low,5,4,C
S04414,24,female,22,visual,14,yes,97.0,90.0,61.0,yes,medium,24,6,A
S04415,19,female,46,kinesthetic,20,yes,64.0,70.0,74.0,yes,low,14,4,B
S04416,23,male,5,reading/writing,9,yes,73.0,96.0,73.0,yes,medium,12,10,A
S04417,19,male,9,reading/writing,2,yes,73.0,85.0,92.0,no,medium,30,10,A
S04418,23,male,7,auditory,6,yes,62.0,59.0,69.0,yes,low,15,4,C
S04419,18,male,22,kinesthetic,2,yes,86.0,47.0,70.0,yes,high,28,8,D
S04420,26,male,45,reading/writing,6,no,80.0,70.0,83.0,yes,high,12,5,B
S04421,29,male,12,kinesthetic,14,no,58.0,41.0,89.0,yes,medium,2,9,D
S04422,23,male,32,kinesthetic,16,yes,89.0,41.0,64.0,yes,medium,6,5,D
